title;type;year;filename;book;word_count;char_count;source
tagebuch_081;diary;1911;tagebuch_81_diaries.txt;reisetagebuecher;1712;9624;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
tagebuch_076;diary;1922;tagebuch_76_diaries.txt;tagebuecher;1711;9700;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
vier_kurzgeschichten;fiction;1917;vier_kurzgeschichten_fiction.txt;ein_landarzt;1710;9081;https://www.projekt-gutenberg.org/kafka/erzaehlg/chap006.html
der_riesenmaulwurf_03;fiction;1915;der_riesenmaulwurf_03_fiction.txt;magazine;1708;9178;https://www.projekt-gutenberg.org/kafka/misc/chap034.html
tagebuch_080;diary;1911;tagebuch_80_diaries.txt;reisetagebuecher;1708;10038;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
schakale_und_araber;fiction;1917;schakale_und_araber_fiction.txt;ein_landarzt;1689;8747;https://www.gutenberg.org/files/21989/21989-h/21989-h.htm
der_riesenmaulwurf_02;fiction;1915;der_riesenmaulwurf_02_fiction.txt;magazine;1688;9195;https://www.projekt-gutenberg.org/kafka/misc/chap034.html
die_acht_oktavenhefte_12;fiction;1918;oktavenhefte_12_fiction.txt;notizen;1683;9037;https://www.projekt-gutenberg.org/kafka/oktavhef/oktavhef.html
der_bau_06;fiction;1924;der_bau_06_fiction.txt;magazine;1668;8761;https://www.projekt-gutenberg.org/kafka/misc/chap036.html
tagebuch_046;diary;1913;tagebuch_46_diaries.txt;tagebuecher;1667;9318;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
tagebuch_034;diary;1912;tagebuch_34_diaries.txt;tagebuecher;1663;9366;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
tagebuch_050;diary;1914;tagebuch_50_diaries.txt;tagebuecher;1662;8889;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
erstes_leid;fiction;1922;zwei_kurzgeschichten_fiction.txt;magazine;1661;9238;https://www.projekt-gutenberg.org/kafka/misc/chap027.html
tagebuch_049;diary;1914;tagebuch_49_diaries.txt;tagebuecher;1660;9128;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
